"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050918","GO:0050918","positive chemotaxis","1/105","66/18723",0.31052330536997,0.430044033055689,0.37743387690227,"HMGB1",1
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","1/105","66/18723",0.31052330536997,0.430044033055689,0.37743387690227,"SFRP1",1
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","1/105","66/18723",0.31052330536997,0.430044033055689,0.37743387690227,"SFRP1",1
"GO:0006403","GO:0006403","RNA localization","2/105","201/18723",0.311293232534711,0.430843694751195,0.378135710646597,"HNRNPA1/EIF5A",2
"GO:0032388","GO:0032388","positive regulation of intracellular transport","2/105","202/18723",0.313358209750121,0.433006341110777,0.380033786046145,"PRNP/CD81",2
"GO:0010517","GO:0010517","regulation of phospholipase activity","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"CCN1",1
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"TFRC",1
"GO:0043967","GO:0043967","histone H4 acetylation","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"MUC1",1
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"CD81",1
"GO:0050435","GO:0050435","amyloid-beta metabolic process","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"PRNP",1
"GO:0072665","GO:0072665","protein localization to vacuole","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"CD81",1
"GO:1903317","GO:1903317","regulation of protein maturation","1/105","67/18723",0.314403621226547,0.433006341110777,0.380033786046145,"PRNP",1
"GO:0060541","GO:0060541","respiratory system development","2/105","203/18723",0.315421919485928,0.433518588207334,0.380483366537268,"CCN2/HMGB1",2
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","2/105","204/18723",0.317484311352223,0.433518588207334,0.380483366537268,"SFRP1/TP63",2
"GO:1901888","GO:1901888","regulation of cell junction assembly","2/105","204/18723",0.317484311352223,0.433518588207334,0.380483366537268,"CLSTN1/SFRP1",2
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","3/105","353/18723",0.317724039171179,0.433518588207334,0.380483366537268,"PRNP/HMGB1/TGM2",3
"GO:0002294","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"HMGB1",1
"GO:0009988","GO:0009988","cell-cell recognition","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"CD81",1
"GO:0032922","GO:0032922","circadian regulation of gene expression","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"EGR1",1
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"CRLF1",1
"GO:0042698","GO:0042698","ovulation cycle","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"EGR1",1
"GO:0042987","GO:0042987","amyloid precursor protein catabolic process","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"PRNP",1
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"HMGB1",1
"GO:0046686","GO:0046686","response to cadmium ion","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"PRNP",1
"GO:0051926","GO:0051926","negative regulation of calcium ion transport","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"RRAD",1
"GO:0060411","GO:0060411","cardiac septum morphogenesis","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"CCN1",1
"GO:1900046","GO:1900046","regulation of hemostasis","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"HPSE",1
"GO:1901016","GO:1901016","regulation of potassium ion transmembrane transporter activity","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"ATP1B1",1
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"OAT",1
"GO:1904888","GO:1904888","cranial skeletal system development","1/105","68/18723",0.318262305819772,0.433518588207334,0.380483366537268,"TP63",1
"GO:0060348","GO:0060348","bone development","2/105","205/18723",0.319545335553004,0.435001496938943,0.381784861148614,"RPL13/TGM2",2
"GO:0048863","GO:0048863","stem cell differentiation","2/105","206/18723",0.321604942881212,0.43661940222148,0.38320483728201,"SFRP1/TP63",2
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","1/105","69/18723",0.322099478582513,0.43661940222148,0.38320483728201,"HMGB1",1
"GO:0002293","GO:0002293","alpha-beta T cell differentiation involved in immune response","1/105","69/18723",0.322099478582513,0.43661940222148,0.38320483728201,"HMGB1",1
"GO:0007004","GO:0007004","telomere maintenance via telomerase","1/105","69/18723",0.322099478582513,0.43661940222148,0.38320483728201,"HNRNPA1",1
"GO:0033344","GO:0033344","cholesterol efflux","1/105","69/18723",0.322099478582513,0.43661940222148,0.38320483728201,"NPC2",1
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process","1/105","69/18723",0.322099478582513,0.43661940222148,0.38320483728201,"EGR1",1
"GO:0060193","GO:0060193","positive regulation of lipase activity","1/105","69/18723",0.322099478582513,0.43661940222148,0.38320483728201,"CCN1",1
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","2/105","207/18723",0.323663084713798,0.438473355683705,0.384831984246175,"CD81/TFRC",2
"GO:0002381","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","1/105","70/18723",0.325915258294576,0.440724077379615,0.386807360138451,"TFRC",1
"GO:0002548","GO:0002548","monocyte chemotaxis","1/105","70/18723",0.325915258294576,0.440724077379615,0.386807360138451,"HMGB1",1
"GO:0045123","GO:0045123","cellular extravasation","1/105","70/18723",0.325915258294576,0.440724077379615,0.386807360138451,"IL1R1",1
"GO:0043550","GO:0043550","regulation of lipid kinase activity","1/105","71/18723",0.329709763086249,0.444136943664509,0.389802707717405,"CD81",1
"GO:0050818","GO:0050818","regulation of coagulation","1/105","71/18723",0.329709763086249,0.444136943664509,0.389802707717405,"HPSE",1
"GO:0061515","GO:0061515","myeloid cell development","1/105","71/18723",0.329709763086249,0.444136943664509,0.389802707717405,"PABPC4",1
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","1/105","71/18723",0.329709763086249,0.444136943664509,0.389802707717405,"SFRP1",1
"GO:0007623","GO:0007623","circadian rhythm","2/105","210/18723",0.329828239665064,0.444136943664509,0.389802707717405,"EGR1/EGR3",2
"GO:0019724","GO:0019724","B cell mediated immunity","2/105","210/18723",0.329828239665064,0.444136943664509,0.389802707717405,"CD81/TFRC",2
"GO:0031396","GO:0031396","regulation of protein ubiquitination","2/105","210/18723",0.329828239665064,0.444136943664509,0.389802707717405,"RPL5/RPS3",2
"GO:0042180","GO:0042180","cellular ketone metabolic process","2/105","211/18723",0.331880044794464,0.446094618768775,0.391520887363028,"EGR1/TPI1",2
"GO:0043491","GO:0043491","protein kinase B signaling","2/105","211/18723",0.331880044794464,0.446094618768775,0.391520887363028,"HPSE/RACK1",2
"GO:0050807","GO:0050807","regulation of synapse organization","2/105","211/18723",0.331880044794464,0.446094618768775,0.391520887363028,"PRNP/CLSTN1",2
"GO:0002237","GO:0002237","response to molecule of bacterial origin","3/105","363/18723",0.333092530725205,0.446105918212058,0.391530804470016,"HMGB1/NR4A1/SCGB1A1",3
"GO:0001707","GO:0001707","mesoderm formation","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"WLS",1
"GO:0005977","GO:0005977","glycogen metabolic process","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"HMGB1",1
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"MUC1",1
"GO:0032729","GO:0032729","positive regulation of interferon-gamma production","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"IL1R1",1
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"SFRP1",1
"GO:0042246","GO:0042246","tissue regeneration","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"CD81",1
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","1/105","72/18723",0.333483110441811,0.446105918212058,0.391530804470016,"TGM2",1
"GO:0032259","GO:0032259","methylation","3/105","364/18723",0.334629389786095,0.447371908208651,0.392641917462651,"BTG2/BTG1/MYC",3
"GO:0002637","GO:0002637","regulation of immunoglobulin production","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"TFRC",1
"GO:0006073","GO:0006073","cellular glucan metabolic process","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"HMGB1",1
"GO:0044042","GO:0044042","glucan metabolic process","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"HMGB1",1
"GO:0050848","GO:0050848","regulation of calcium-mediated signaling","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"PRNP",1
"GO:0051145","GO:0051145","smooth muscle cell differentiation","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"NPNT",1
"GO:0086003","GO:0086003","cardiac muscle cell contraction","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"DSP",1
"GO:1904427","GO:1904427","positive regulation of calcium ion transmembrane transport","1/105","73/18723",0.337235417203036,0.448978503093632,0.394051966874896,"ATP1B1",1
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","2/105","214/18723",0.33802507972729,0.449762264226917,0.394739845278881,"PSME1/MUC1",2
"GO:0007601","GO:0007601","visual perception","2/105","215/18723",0.340069815648553,0.45194551509588,0.396656004500688,"OAT/TIMP3",2
"GO:0031669","GO:0031669","cellular response to nutrient levels","2/105","215/18723",0.340069815648553,0.45194551509588,0.396656004500688,"HNRNPA1/SFRP1",2
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","1/105","74/18723",0.340966799572671,0.45233177086167,0.396995007021248,"RACK1",1
"GO:0048332","GO:0048332","mesoderm morphogenesis","1/105","74/18723",0.340966799572671,0.45233177086167,0.396995007021248,"WLS",1
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","1/105","74/18723",0.340966799572671,0.45233177086167,0.396995007021248,"RACK1",1
"GO:0009612","GO:0009612","response to mechanical stimulus","2/105","216/18723",0.342112673951714,0.45357832273898,0.398089059889439,"BTG2/IGFBP2",2
"GO:0050900","GO:0050900","leukocyte migration","3/105","369/18723",0.342311790485316,0.45357832273898,0.398089059889439,"HMGB1/CD81/IL1R1",3
"GO:0007596","GO:0007596","blood coagulation","2/105","217/18723",0.344153611590561,0.454024697491375,0.398480826639813,"HPSE/PABPC4",2
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"HMGB1",1
"GO:0006094","GO:0006094","gluconeogenesis","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"TPI1",1
"GO:0006278","GO:0006278","RNA-dependent DNA biosynthetic process","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"HNRNPA1",1
"GO:0033077","GO:0033077","T cell differentiation in thymus","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"EGR3",1
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"HMGB1",1
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"TPM1",1
"GO:0051453","GO:0051453","regulation of intracellular pH","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"ATP5F1B",1
"GO:1902369","GO:1902369","negative regulation of RNA catabolic process","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"CIRBP",1
"GO:1903363","GO:1903363","negative regulation of cellular protein catabolic process","1/105","75/18723",0.344677373117894,0.454024697491375,0.398480826639813,"RPL5",1
"GO:0042445","GO:0042445","hormone metabolic process","2/105","218/18723",0.346192586050993,0.455484425386315,0.39976197628092,"EGR1/SULT1E1",2
"GO:0050803","GO:0050803","regulation of synapse structure or activity","2/105","218/18723",0.346192586050993,0.455484425386315,0.39976197628092,"PRNP/CLSTN1",2
"GO:0050953","GO:0050953","sensory perception of light stimulus","2/105","219/18723",0.348229555346514,0.456046861355777,0.400255605705225,"OAT/TIMP3",2
"GO:0071805","GO:0071805","potassium ion transmembrane transport","2/105","219/18723",0.348229555346514,0.456046861355777,0.400255605705225,"ATP1B1/PRNP",2
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway","2/105","219/18723",0.348229555346514,0.456046861355777,0.400255605705225,"SFRP1/TIMP3",2
"GO:0006305","GO:0006305","DNA alkylation","1/105","76/18723",0.348367252773762,0.456046861355777,0.400255605705225,"MYC",1
"GO:0006306","GO:0006306","DNA methylation","1/105","76/18723",0.348367252773762,0.456046861355777,0.400255605705225,"MYC",1
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","1/105","76/18723",0.348367252773762,0.456046861355777,0.400255605705225,"OAT",1
"GO:0031100","GO:0031100","animal organ regeneration","1/105","76/18723",0.348367252773762,0.456046861355777,0.400255605705225,"RPL19",1
"GO:0140115","GO:0140115","export across plasma membrane","1/105","76/18723",0.348367252773762,0.456046861355777,0.400255605705225,"ATP1B1",1
"GO:0010038","GO:0010038","response to metal ion","3/105","373/18723",0.348454036156559,0.456046861355777,0.400255605705225,"PRNP/JUNB/IGFBP2",3
"GO:0002064","GO:0002064","epithelial cell development","2/105","220/18723",0.350264478013743,0.45788078375862,0.401865172143166,"TFCP2L1/TP63",2
"GO:0048705","GO:0048705","skeletal system morphogenesis","2/105","220/18723",0.350264478013743,0.45788078375862,0.401865172143166,"CCN2/SFRP1",2
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","1/105","77/18723",0.352036552846629,0.458590107840952,0.402487719877342,"HNRNPA1",1
"GO:0006367","GO:0006367","transcription initiation from RNA polymerase II promoter","1/105","77/18723",0.352036552846629,0.458590107840952,0.402487719877342,"HMGB1",1
"GO:0007492","GO:0007492","endoderm development","1/105","77/18723",0.352036552846629,0.458590107840952,0.402487719877342,"COL12A1",1
"GO:0021675","GO:0021675","nerve development","1/105","77/18723",0.352036552846629,0.458590107840952,0.402487719877342,"RPL24",1
"GO:0031016","GO:0031016","pancreas development","1/105","77/18723",0.352036552846629,0.458590107840952,0.402487719877342,"WLS",1
"GO:1901983","GO:1901983","regulation of protein acetylation","1/105","77/18723",0.352036552846629,0.458590107840952,0.402487719877342,"MUC1",1
"GO:0008406","GO:0008406","gonad development","2/105","221/18723",0.352297313107978,0.458662819508815,0.402551536241686,"EIF2S2/SFRP1",2
"GO:0018205","GO:0018205","peptidyl-lysine modification","3/105","376/18723",0.3530576139004,0.459385430179707,0.403185745127385,"EGR1/TGM2/MUC1",3
"GO:0007599","GO:0007599","hemostasis","2/105","222/18723",0.354328020198768,0.46039554432926,0.404072285272752,"HPSE/PABPC4",2
"GO:0050817","GO:0050817","coagulation","2/105","222/18723",0.354328020198768,0.46039554432926,0.404072285272752,"HPSE/PABPC4",2
"GO:0006919","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"RACK1",1
"GO:0008306","GO:0008306","associative learning","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"BTG2",1
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"OAT",1
"GO:0019319","GO:0019319","hexose biosynthetic process","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"TPI1",1
"GO:0030500","GO:0030500","regulation of bone mineralization","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"CCN1",1
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"NR4A1",1
"GO:0043537","GO:0043537","negative regulation of blood vessel endothelial cell migration","1/105","78/18723",0.355685387017556,0.46039554432926,0.404072285272752,"HMGB1",1
"GO:0002274","GO:0002274","myeloid leukocyte activation","2/105","223/18723",0.356356559365543,0.460997676219702,0.404600754351143,"HMGB1/IL33",2
"GO:0032984","GO:0032984","protein-containing complex disassembly","2/105","224/18723",0.358382891193253,0.46335119034691,0.406666347390684,"EIF5A/MYC",2
"GO:0006029","GO:0006029","proteoglycan metabolic process","1/105","79/18723",0.359313868345695,0.463751117276624,0.407017348590462,"HPSE",1
"GO:0010770","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","1/105","79/18723",0.359313868345695,0.463751117276624,0.407017348590462,"P4HB",1
"GO:0060420","GO:0060420","regulation of heart growth","1/105","79/18723",0.359313868345695,0.463751117276624,0.407017348590462,"DUSP6",1
"GO:0071241","GO:0071241","cellular response to inorganic substance","2/105","226/18723",0.362428777673035,0.46706134591718,0.409922614872987,"PRNP/JUNB",2
"GO:0001570","GO:0001570","vasculogenesis","1/105","80/18723",0.362922109271661,0.46706134591718,0.409922614872987,"JUNB",1
"GO:0007422","GO:0007422","peripheral nervous system development","1/105","80/18723",0.362922109271661,0.46706134591718,0.409922614872987,"EGR3",1
"GO:0021766","GO:0021766","hippocampus development","1/105","80/18723",0.362922109271661,0.46706134591718,0.409922614872987,"BTG2",1
"GO:0032272","GO:0032272","negative regulation of protein polymerization","1/105","80/18723",0.362922109271661,0.46706134591718,0.409922614872987,"TMSB10",1
"GO:0045137","GO:0045137","development of primary sexual characteristics","2/105","227/18723",0.364448255983928,0.468486615101683,0.41117352136764,"EIF2S2/SFRP1",2
"GO:0098657","GO:0098657","import into cell","2/105","227/18723",0.364448255983928,0.468486615101683,0.41117352136764,"ATP1B1/PRNP",2
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism","3/105","384/18723",0.36531590596618,0.468714214850015,0.411373277320036,"DEFB1/EIF2S2/SFRP1",3
"GO:0042692","GO:0042692","muscle cell differentiation","3/105","384/18723",0.36531590596618,0.468714214850015,0.411373277320036,"CD81/TPM1/NPNT",3
"GO:0006096","GO:0006096","glycolytic process","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"TPI1",1
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"HNRNPA1",1
"GO:0021954","GO:0021954","central nervous system neuron development","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"BTG2",1
"GO:0030641","GO:0030641","regulation of cellular pH","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"ATP5F1B",1
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"MUC1",1
"GO:1903533","GO:1903533","regulation of protein targeting","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"PRNP",1
"GO:2000243","GO:2000243","positive regulation of reproductive process","1/105","81/18723",0.366510221620879,0.468714214850015,0.411373277320036,"DEFB1",1
"GO:0033157","GO:0033157","regulation of intracellular protein transport","2/105","229/18723",0.368480095564442,0.470588223049029,0.413018025591218,"PRNP/CD81",2
"GO:0071695","GO:0071695","anatomical structure maturation","2/105","229/18723",0.368480095564442,0.470588223049029,0.413018025591218,"DEFB1/TFCP2L1",2
"GO:0002312","GO:0002312","B cell activation involved in immune response","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"TFRC",1
"GO:0006757","GO:0006757","ATP generation from ADP","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"TPI1",1
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"CCN2",1
"GO:0046364","GO:0046364","monosaccharide biosynthetic process","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"TPI1",1
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"CCN1",1
"GO:0072527","GO:0072527","pyrimidine-containing compound metabolic process","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"NME2",1
"GO:1905897","GO:1905897","regulation of response to endoplasmic reticulum stress","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"RACK1",1
"GO:2001252","GO:2001252","positive regulation of chromosome organization","1/105","82/18723",0.370078316606922,0.470588223049029,0.413018025591218,"HNRNPA1",1
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","2/105","231/18723",0.372502201809113,0.473401435348549,0.415487078858187,"RACK1/CD81",2
"GO:0046785","GO:0046785","microtubule polymerization","1/105","83/18723",0.373626504834821,0.474022742528532,0.416032377384996,"RPS3",1
"GO:0051899","GO:0051899","membrane depolarization","1/105","83/18723",0.373626504834821,0.474022742528532,0.416032377384996,"RACK1",1
"GO:0061053","GO:0061053","somite development","1/105","83/18723",0.373626504834821,0.474022742528532,0.416032377384996,"SFRP1",1
"GO:0032271","GO:0032271","regulation of protein polymerization","2/105","233/18723",0.376514288632989,0.476070309040707,0.417829451422774,"RPS3/TMSB10",2
"GO:0006405","GO:0006405","RNA export from nucleus","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"HNRNPA1",1
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"SFRP1",1
"GO:0010921","GO:0010921","regulation of phosphatase activity","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"NPNT",1
"GO:0045445","GO:0045445","myoblast differentiation","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"BTG1",1
"GO:0061157","GO:0061157","mRNA destabilization","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"BTG2",1
"GO:0097061","GO:0097061","dendritic spine organization","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"PRNP",1
"GO:0098586","GO:0098586","cellular response to virus","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"EIF5A",1
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","1/105","84/18723",0.377154896304367,0.476070309040707,0.417829451422774,"MUC1",1
"GO:0042509","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","1/105","85/18723",0.380663600413388,0.479417635185798,0.420767276824561,"CRLF1",1
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","1/105","85/18723",0.380663600413388,0.479417635185798,0.420767276824561,"MUC1",1
"GO:0045069","GO:0045069","regulation of viral genome replication","1/105","85/18723",0.380663600413388,0.479417635185798,0.420767276824561,"RSAD2",1
"GO:0071277","GO:0071277","cellular response to calcium ion","1/105","85/18723",0.380663600413388,0.479417635185798,0.420767276824561,"JUNB",1
"GO:0048738","GO:0048738","cardiac muscle tissue development","2/105","236/18723",0.382513025031875,0.481475899899514,0.422573740281498,"TPM1/DSP",2
"GO:0032413","GO:0032413","negative regulation of ion transmembrane transporter activity","1/105","86/18723",0.384152725961011,0.482725323245785,0.423670313332691,"RRAD",1
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","1/105","86/18723",0.384152725961011,0.482725323245785,0.423670313332691,"NR4A1",1
"GO:2001251","GO:2001251","negative regulation of chromosome organization","1/105","86/18723",0.384152725961011,0.482725323245785,0.423670313332691,"HNRNPA1",1
"GO:0019318","GO:0019318","hexose metabolic process","2/105","237/18723",0.384507296973757,0.482899736603405,0.423823389540451,"HMGB1/TPI1",2
"GO:0051259","GO:0051259","protein complex oligomerization","2/105","238/18723",0.3864988604846,0.48382537033783,0.424635784323593,"PRNP/TP63",2
"GO:0001776","GO:0001776","leukocyte homeostasis","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"HMGB1",1
"GO:0007029","GO:0007029","endoplasmic reticulum organization","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"WDR83OS",1
"GO:0044070","GO:0044070","regulation of anion transport","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"PRNP",1
"GO:0048041","GO:0048041","focal adhesion assembly","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"SFRP1",1
"GO:0051262","GO:0051262","protein tetramerization","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"TP63",1
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"BTG2",1
"GO:0150104","GO:0150104","transport across blood-brain barrier","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"TFRC",1
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"TFRC",1
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"OAT",1
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","1/105","87/18723",0.387622381150907,0.48382537033783,0.424635784323593,"BTG2",1
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","2/105","239/18723",0.388487683231429,0.484635136606432,0.425346486481164,"CCN1/CCN2",2
"GO:0016054","GO:0016054","organic acid catabolic process","2/105","240/18723",0.390473733321392,0.48596371099641,0.42651252750073,"MPST/OAT",2
"GO:0032886","GO:0032886","regulation of microtubule-based process","2/105","240/18723",0.390473733321392,0.48596371099641,0.42651252750073,"DEFB1/RPS3",2
"GO:0007260","GO:0007260","tyrosine phosphorylation of STAT protein","1/105","88/18723",0.391072673594519,0.48596371099641,0.42651252750073,"CRLF1",1
"GO:0010232","GO:0010232","vascular transport","1/105","88/18723",0.391072673594519,0.48596371099641,0.42651252750073,"TFRC",1
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","1/105","88/18723",0.391072673594519,0.48596371099641,0.42651252750073,"RPS3",1
"GO:0050779","GO:0050779","RNA destabilization","1/105","88/18723",0.391072673594519,0.48596371099641,0.42651252750073,"BTG2",1
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","1/105","88/18723",0.391072673594519,0.48596371099641,0.42651252750073,"DEFB1",1
"GO:0006813","GO:0006813","potassium ion transport","2/105","241/18723",0.392456979297926,0.486872904472704,0.427310493272219,"ATP1B1/PRNP",2
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","2/105","241/18723",0.392456979297926,0.486872904472704,0.427310493272219,"PSME1/MUC1",2
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","2/105","241/18723",0.392456979297926,0.486872904472704,0.427310493272219,"HMGB1/MYC",2
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","1/105","89/18723",0.394503710314271,0.489140888467224,0.429301019650929,"TPM1",1
"GO:0032392","GO:0032392","DNA geometric change","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"HMGB1",1
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"RACK1",1
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"DSP",1
"GO:0034644","GO:0034644","cellular response to UV","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"MYC",1
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","1/105","90/18723",0.39791559774676,0.49119421277289,0.431103147092899,"TP63",1
